,shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
172,Jordan Zion 1 SP Naruto Kyuubi, Jordan, DQ4706-780/DQ5569-780,130,94, undefined, undefined, 6374fd9903a96e36ed3d4574, Jordan Zion 1 SP, Electric Yellow/Black/Chile Red/Alpha Orange, 2022-05-11, The Air Jordan Zion 1 Naruto Kyuubi was released as part of a collaboration between Jordan Brand and NBA star Zion Williamson taking inspiration from the Japanese anime series Naruto. The sneakers are high-top and feature a lace-up closure style.This Air Jordan Zion 1 comes in an electric yellow black red and orange colorway combining the colors to match Naruto Kyuubi’s character. The shoes have black laces and a black interior while the sidewall has artful orange and yellow. They also feature the Jumpman logo on the tongue and a Naruto graphic behind the ankles.The Air Jordan Zion 1 Naruto Kyuubi was released for a retail price of $130 in May 2022.
173,Nike Air Force 1 Low '07 LX Somos Familia, Nike, DZ5355-126,140,121, 112, 112, 6374fd9903a96e36ed3d457a, Nike Air Force 1 Low '07 LX, Sanddrift/University Red-Lemon Wash-Dark Smoke Grey, 2022-10-26, A dark smoke grey rubber cupsole serves as the dramatic foundation for the otherwise colorful Nike Air Force 1 ‘07 ‘Somos Familia.’ The low-top sneaker debuting as part of the 2022 Día de Muertos collection follows color cues from Pan de Muerto a holiday favorite of sweet bread served during the Day of the Dead festivities. Tan suede overlays contrast with a lemon yellow base in canvas are intersected by a split Swoosh in crimson and white. Accents are stitched among the toe box and quarter panel for additional rich embellishment.
174,Nike Air Force 1 Low Undefeated Multi-Patent, Nike, DV5255-400,160,390, 200, 200, 6374fd9903a96e36ed3d457c, Nike Air Force 1 Low, Multi-Color/Multi-Color, , This vibrant version of a classic favorite celebrates the shoe's 40th anniversary. The Undefeated x Nike Air Force 1 Low ‘Multi-Color Patent’ features a rich array of vivid colors in patent leather with contrasting shades of bright blue and pink burgundy periwinkle and black with an embroidered Swoosh in orange for emphasis. With 'UNDFTD' on the lace dubrae and 'Nike Air' on the lateral heel other branding details include the unmistakeable five-strike logo on the tongue tag. Only the white midsole providing Air-sole cushion is absent of color and is supported by a clear rubber outsole with a hint of periwinkle.
175,Jordan 1 Retro Low OG SP SoleFly, Jordan, DN3400-001,150,135, 115, 115, 6374fd9903a96e36ed3d457f, Jordan 1 Retro Low OG SP, Black/Sport Red/Beige, 2021-12-27, Teaming up with the Miami-based sneaker boutique the SoleFly x Air Jordan 1 Low Retro OG SP 'Everglades' gives an update to the classic silhouette with a stylized animal print. The pattern is applied to tan leather overlays at the forefoot and heel with a tonal execution on the heel and a two-tone design on the opposite. The rest of the upper is made of black suede on the quarter panel and crimson suede on the toe box. Woven Nike Air tags are on each tongue with mismatched heel tabs featuring SoleFly branding on the left shoe and a Wings logo on the right. It's built on a black rubber midsole with a gum rubbers outsole.
176,Jordan 1 Low White University Red Black, Jordan, 553558-118,90,154, 150, 150, 6374fd9903a96e36ed3d4581, Jordan 1 Low, White/University Red-Black, 2020-09-01, The Air Jordan 1 Low 'White University Red' gives a new iteration of the iconic shoe design renewed in White and University Red. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh emphasizes the design with a nylon woven tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
177,Jordan 1 Retro High Shattered Backboard 3.0, Jordan, 555088-028,160,324, 285, 274, 6374fd9903a96e36ed3d4586, Jordan 1 Retro High, Black/Pale Vanilla-Starfish, 2019-10-26, As indicated by its moniker the Air Jordan 1 Retro High OG 'Shattered Backboard 3.0' is the third colorway to take inspiration from Michael’s destructive dunk during a 1985 exhibition game in Italy. The high-top is dressed in contrasting black and orange hues executed on a crinkled patent leather upper for an eye-catching look. The kicks are finished with a cream-colored midsole for a vintage aesthetic.
178,Nike Air Force 1 Mid '07 Triple Black (2021), Nike, 315123-001/CW2289-001,100,97, undefined, undefined, 6374fd9903a96e36ed3d4587, Nike Air Force 1 Mid '07, Black/Black, 2021-01-01, The Nike Air Force 1 Mid '07 Triple Black (2021) features a smooth black-on-black upper made of genuine and synthetic leather with a black swoosh and overlays on the heel and toe cap.The Nike Air Force 1 Mid '07 Triple Black's black laces feature a silver AF1 tag. The black heel tab has black Nike Air branding and swoosh and the strap at the top of the collar sports a mini swoosh. The black insole of the right shoe has a white patch with branding the black midsole has a hidden Air Sole unit and the black rubber outsole features an iconic concentric circles pattern.The Nike Air Force 1 Mid '07 Triple Black (2021) was released in 2021 at a retail price of $100.
179,Jordan 1 Mid Chicago (2020) (GS), Jordan, 554275-173/554725-173,90,113, undefined, undefined, 6374fd9903a96e36ed3d4588, Jordan 1 Mid, White/Gym Red-Black, 2020-07-16, The Kids Air Jordan 1 Mid Chicago 2020 adds a twist to one of Michael Jordan’s first signature colorways.The Kids Air Jordan 1 Mid Chicago 2020 comes with a white red and black color scheme with iconic features such as the Jordan Brand Wings and Nike Swoosh logos. Unique design traits such as padded ankle support and a perforated vamp add to the sneaker's comfort and breathability on and off the court. At the base the sneaker features a white midsole with Air technology to enhance its support. Black cotton laces a white leather tongue and a white Jumpman completes the design.The Kids Air Jordan 1 Mid Chicago 2020 released in July of 2020 for $90.
180,Jordan 1 Retro High 85 Neutral Grey, Jordan, BQ4422-100,200,235, 220, 220, 6374fd9903a96e36ed3d458a, Jordan 1 Retro High 85, White/Neutral Grey, 2021-02-10, Released in February 2021 the Air Jordan 1 Retro High '85 OG 'Neutral Grey' is the first reissue of an OG colorway. The shoe's leather upper appears primarily in white complemented by Neutral Grey suede on the Swoosh and collar. Classic branding hits on the tongue tag sockliner and 'Wings' logo add to the aesthetic while underfoot the midsole houses the usual concealed Air in the heel for cushioning. More Neutral Grey on the concentric outsole completes the look.
181,Jordan 1 Retro High Zoom White Racer Blue, Jordan, CK6637-104,175,176, 184, 184, 6374fd9903a96e36ed3d458d, Jordan 1 Retro High, White/Racer Blue-White, 2020-03-14, An udpated take on Michael Jordan's first signature shoe the Air Jordan 1 High Zoom 'Racer Blue' released in March 2020. Built with leather the upper is accented by patent leather overlays with transparent hits on the heel and collar. Perforations on the toe box provide breathability while underfoot the rubber outsole reveals a gradient finish.
182,Jordan 1 Mid SE Ugly Christmas Sweater (GS), Jordan, DM1208-150,105,71, 71, 71, 6374fd9903a96e36ed3d458e, Jordan 1 Mid SE, White/University Red/Black/Roma Green, 2021-11-30, The Air Jordan 1 Mid SE GS 'Ugly Christmas Sweater' is a Christmas-themed shoe made for older kids. It has traditional leather construction with a Chicago-inspired palette of white red and black that's paired with a patterned knit textile that replicates the look of a warm holiday sweater. The theme is enhanced with a green wings logo stamped on the red collar overlay and a red Jumpman superimposed on a green tongue tag. It's built on a two-tone rubber cupsole with encapsulated Nike Air cushioning under the heel.
183,Nike Air Force 1 Low Off-White Brooklyn, Nike, DX1419-300,160,1225, 1073, 1073, 6374fd9903a96e36ed3d4590, Nike Air Force 1 Low, Light Green Spark/Metallic Silver-Light Green Spark, 2022-09-15, The Off-White x Nike Air Force 1 Low 'Brooklyn' features the same color block and details first seen in the 2019 'MCA' iteration and the 2021 'Lemonade' version. The 'Brooklyn' colorway features a vivid green leather upper with classic Abloh details such as exposed foam construction and medial side text in Helvetica. The silver foil Swooshes return with black zigzag stitching along with 'AIR' stamped on the lateral midsole.
184,Nike Air Force 1 Low Metallic Gold (W), Nike, CQ6566-700,150,70, 65, 60, 6374fd9903a96e36ed3d4591, Nike Air Force 1 Low Metallic, Metallic Gold/White-Club Gold, 2019-12-13, The Wmns Air Force 1 SP 'Liquid Metal - Gold' released as part of the Liquid Metal pack. Featuring an elevated look the shoe's synthetic leather upper appears entirely in metallic gold with more gold on the laces mesh lining and textile tongue. Underfoot a white rubber sole unit anchors the build with Air for cushioning and a concentric rubber outsole for traction.
185,Jordan 1 Mid White Pollen Black, Jordan, 554724-177,120,103, 120, 120, 6374fd9903a96e36ed3d459f, Jordan 1 Mid, White/Black-Pollen, 2021-09-01, Pairing the classic color blocking but with an updated palette is the Air Jordan 1 Mid 'Black University Gold.' The mid-top features an all-leather upper with a white base contrasting black overlays and a yellow Swoosh. The same amber hue is on the Jumpman logo atop the woven tongue tag and the Wings logo stamped on the lateral collar flap. It's built on a white midsole with encapsulated Nike Air cushioning in the heel and a black rubber outsole underfoot.
186,Jordan 1 Mid White Pollen Black (GS), Jordan, 554725-177,95,89, 85, 85, 6374fd9903a96e36ed3d45a0, Jordan 1 Mid, White/Pollen-Black, 2021-09-01, The Air Jordan 1 Mid GS 'Black University Gold' showcases familiar color blocking on a classic silhouette shaped after the foundational high-top. Available in kid sizes it features a smooth leather upper with a combination of a crisp white base with black overlays at the forefoot and heel. Contrasting hits of yellow settle on the padded collar and signature Swoosh. Additional branding elements are a Jumpman icon on the woven tongue tag and a Wings logo imprinted on the lateral ankle. It's built on a white and black rubber cupsole with encapsulated Nike Air cushioning in the heel.
187,Jordan 1 Low SE Twine Orange Quartz Corduroy (W), Jordan, DH7820-700,110,146, 128, 128, 6374fd9903a96e36ed3d45a2, Jordan 1 Low SE, Twine/Orange-Orange Quartz, 2021-10-28, Adding an autumnal makeover to Peter Moore's original design is the women's Air Jordan 1 Low SE 'Twine.' A faint trace of pink suffuses the plush corduroy upper with tan suede overlays and accented with a dark coral Wings logo on the back heel. The latter hue is repeated on a Jumpman icon embroidered on the corduroy tongue. Supporting the low-top is a durable rubber cupsole with an encapsulated Air-sole unit in the heel.
188,Jordan 1 Mid Tropical Twist Igloo, Jordan, 554724-132,115,147, 125, 110, 6374fd9903a96e36ed3d45a3, Jordan 1 Mid, White/Black-Tropical Twist, 2021-06-22, Also known as the 'Tropical Twist' the Air Jordan 1 Mid 'Island Green' sports a contrasting design on its classic basketball construction. Built entirely with leather the shoe's upper appears in white overlaid by black on the forefoot with Tropical Twist accenting the eyestay collar and heel. The Swoosh also includes a hit of Tropical Twist while underfoot Air is housed in the heel of the midsole to provide cushioning. A concentric rubber outsole is included for traction.
189,Jordan 1 High OG Electro Orange (GS), Jordan, 575441-180,130,95, 90, 90, 6374fd9903a96e36ed3d45a5, Jordan 1 High OG, White/Electro Orange-Black, 2021-07-17, Featuring a look modeled after the 2015 'Shattered Backboard' the Air Jordan 1 Retro High OG GS 'Electro Orange' is a grade-school shoe. Built with a white leather base the shoe's upper is contrasted by black on the eyestay forefoot and tongue with the padded collar adding Electro Orange to the design. Perforations on the toe box provide breathability while underfoot Air in the midsole provides cushioning. More Electro Orange marks the concentric rubber outsole.
190,Jordan 1 Low Triple Black, Nike, 553558-091,90,107, 90, 90, 6374fd9903a96e36ed3d45a6, Jordan 1 Low, Black/Black/Black, 2020-08-17, The Air Jordan 1 Low 'Triple Black' gives a new iteration of the legendary shoe design renewed in Black and Black. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a nylon woven tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
191,Jordan 1 Mid Signal Blue (GS), Jordan, BQ6931-402,100,120, 106, 106, 6374fd9903a96e36ed3d45a7, Jordan 1 Mid, Signal Blue/Black-White, 2021-01-01, The Air Jordan 1 Mid SE GS 'Signal Blue' is a grade-school shoe with an elevated construction. The shoe's upper is built with a white leather base overlaid by Signal Blue patent leather with black trim. Black and Signal Blue come together on the Swoosh branding while perforations on the toe box are included for breathability. Underfoot the white midsole includes Air for cushioning giving way to a concetric rubber outsole for traction.
